track,title,abstract,authors,type,doi-num,doi-address,video-link,supplemental-link
ACM SRC,SRC #11: Bias Clustering for Online Political Articles,"<p>News articles can have a profound influence on voter opinions and preferences according to studies conducted on the effects of bias in political news coverage. Because political opinions and preferences can be persuaded, it is important that readers are aware of biases embedded within a story, as it may be perceived differently by others and motivate readers to find different sources to inform their opinions. Whereas previous research has attempted to characterize bias strictly from article text, ours examines the subjective perception of it as a function of the reader's political leanings and salience of the article's source. Our research seeks to determine if we can empirically verify in-group out-group bias in news sources rather than news article content. We present Mechanical Turk participants with a neutral definition of bias and administer a survey that collects data on whether or not readers believe the given definition of bias applies to the given article. The three news sources (CNN, Fox News, and BBC) are randomly displayed as the authoring body on the same article content. Afterward, participants answer demographic questions including their own political leanings. Furthermore, we will discuss the perceived bias by political camp, implications for news source bias, and our goal to harness the results of this experiment in pursuit of training machine learning models that can detect bias from the perspectives of members belonging to particular political leanings.</p>",Lauren Alvarez; Sofia Ruiz; Sureena Hukkoo; Andrew Forney,Sub,10.1145/3328778.3372707,https://doi.org/10.1145/3328778.3372707,,
ACM SRC,SRC #12: Analyzing Data Consistency in Smart Home Applications,"<p>Smart Home applications are a quickly growing segment of the Internet of Things (IoT) domain. Many companies offer cloud platforms that enable developers to create and run applications that provide specific Smart Home functions for physical devices installed and connected to the Internet in people's homes. Unfortunately, problems and vulnerabilities relating to data consistency have emerged for these Smart Home platforms, stemming from interfaces that have limited and varied guarantees with respect to atomicity, data consistency, and event ordering. These data consistency concerns are important because many applications are related to devices used for home security and control systems, like smart locks. The Amazon AWS IoT platform enables Internet-connected devices to connect to the AWS Cloud and lets applications in the cloud interact with Internet-connected devices. Because of its many configurable options, the AWS IoT API makes it easy for developers to write applications that do not correctly handle concurrency and data consistency issues, resulting in lost or incorrect state updates. We have developed a static analysis tool for AWS IoT JavaScript applications that detects when software may experience data consistency issues due to how the AWS IoT API was configured and used. We deployed our tool on 10 JavaScript applications in our preliminary analysis; most of these applications could experience erroneous updates of state in the cloud.</p>",Lanqin Wang; Kelly Shaw,Sub,10.1145/3328778.3372708,https://doi.org/10.1145/3328778.3372708,,https://drive.google.com/open?id=12K6HzSIp4EGf0yhBvbZLIJ4KRZWszbpV
ACM SRC,SRC #13: A Game Theoretic Analysis of Improvements to Tor's Resilience to Entry-Exit and End-to-End Attacks,"<p>Tor is among the most used overlay networks for anonymous communication. This anonymity can be undermined via entry-exit and end-to-end attacks. Using Game Theory, we analyze the viability of several methods for reducing Tor's vulnerability to such attacks. Entry-exit attacks rely upon controlling entry and exit nodes -- internal elements within the Tor Network, while end-to-end attacks utilize Autonomous Systems (internet service providers), elements outside of the Tor Network. Because both types of attacks rely on probability, we use Monte Carlo simulation and model the success probability maximizing strategies of adversaries. We analyze changes to Tor's node selection strategy that decrease the success probability of such attacks. Our goal is to support anonymity preserving systems against large Autonomous Systems providers and attackers with plenty of resources. We build upon previous work, but we also test eliminating the exit node bandwidth threshold and decreasing asymmetric routing to make compromising anonymity less likely. Given our results, we suggest the abandonment of the bandwidth threshold of exit nodes. Abandoning this threshold would not affect the bandwidth of the Tor network much, while it would impair an attacker's success probability significantly. We show that an attackers' success probability can be lowered by ?23% over a year of usage. While prior to our changes (and assuming a large fraction of compromised nodes), anonymity is preserved ~62% of the time over a year, implementing our changes increases anonymity preservation to 85%.</p>",Krisztian Gado; Jens Mache; Alexander Lotero; Lana Parezanin,Sub,10.1145/3328778.3372709,https://doi.org/10.1145/3328778.3372709,,
ACM SRC,SRC #14: Dynamic Data Visualization for CSEdResearch.org using Tableau and MySQL,"<p>With the increase in research in the field of computer science education over the last decade, there are datasets with valuable information for researchers, educators and policy makers. Oftentimes in large datasets, it can be difficult to tell what the data represents and this can get more difficult as the datasets grow every year. To help people understand and interpret what is happening in the landscape of computing education research, data visualization can be an important tool. For this study, we used Tableau with CSEdResearch.org's database to show how effective data visualization can be to understand the data. We first used data curated from over 500 articles across 10 publication venues (2012-2018) to analyze the research trends in K-12 computing education in the United states as a sample case. We then expanded the dataset to include 2019 data and created a separate page on the site that presents a portion of this data visually. We then used JavaScript and Tableau ""short codes"" to provide the capability for users to customize the data represented in the visuals. Data now presented on the site includes a heatmap of the locations of students involved as participants in research studies, the types of research reports provided, and the grade levels, gender, race/ethnicity, and other demographic data. This research provides a glimpse of our techniques and outcomes in working toward the ultimate goal of generating a visual representation of data on the website.</p>",Bishakha Upadhyaya; Monica M. McGill,Sub,10.1145/3328778.3372710,https://doi.org/10.1145/3328778.3372710,,https://drive.google.com/open?id=17XzQpHgHRsztNYgFZ5qYI9wbl3yBKO69
ACM SRC,SRC #15: How do Non-Majors Approach a CS1 Course?,"<p>As CS1 enrollment continues to grow, the challenge to address all students' learning preferences grows as well. Accounting for the needs of larger and more diverse populations of students requires innovation in the realms of course design and structure. In a non-major context, these challenges are made even more explicit. By studying the manner in which non-major engineering students approach an introductory programming course, revisions to existing course designs may be better informed. This study presents the analysis of one semester of qualitative data provided by 237 students via survey about their approach to an introductory programming course designed for engineering students. By clustering students into groups based on factors such as their usage of different study materials and prior programming experience, trends in student engagement are observed. We find that students with significant levels of prior programming experience exhibit higher levels of confidence and enjoyment in programming, as well as satisfaction with overall performance. However, these students make less use of available study materials. Students entering the course without any prior experience are more frequently utilize the available course resources. This contrast in approaches and attitudes demonstrates the need for flexibility within CS1 courses that face large, diverse enrollment populations. In order to ensure that all students receive a positive learning experience, many learning pathways must be made available. Therefore, knowledge of student behavior can help to guide instructors in the creation of course content which is more closely focused on what students use to succeed.</p>",Caleb O'Malley,Sub,10.1145/3328778.3372714,https://doi.org/10.1145/3328778.3372714,,
ACM SRC,SRC #16: Learning Loop Invariants,"<p>One aspect of developing correct code, code that functions as specified, is annotating loops with suitable invariants. Loop invariants are useful for human reasoning and are necessary for tool-assisted automated reasoning. Writing loop invariants can be a difficult task for all students, especially beginning software engineering students. In helping students learn to write adequate invariants, we need to understand not only what errors they make, but also why they make them. This poster discusses the use of a Web IDE backed by the RESOLVE verification engine to aid students in developing loop invariants and to collect performance data. In addition to collecting submitted invariant answers, students are asked to provide their steps or thought processes regarding how they arrived at their answers for each submission. The answers and reasons are then analyzed using a mixed-methods approach. Resulting categories of answers indicate that students are able to use formal method concepts with which they are already familiar, such as, pre and post-conditions as a starting place to develop adequate loop invariants. Additionally, some common trouble spots in learning to write invariants are identified. The results will be useful to guide classroom instruction and automated tutoring.</p>",Megan Fowler,Sub,10.1145/3328778.3372715,https://doi.org/10.1145/3328778.3372715,,
ACM SRC,SRC #101: The Data Gap: A Potential Barrier to Gender Equity in Computer Science Education,"<p>The substantial decline in female enrollment in computer science programs has been a cause of concern, especially as the application of computer technology to an ever-wider range of human endeavor expands. While many studies have examined the attitudes and perceptions of female computer science students, little attention has been paid to studying empirically how classroom interventions-such as curricular choices and pedagogical approaches-may result in disparate impacts in the learning outcomes of male and female students. This study examines recent research articles in leading journals and conference proceedings of computer science education to analyze the gender composition of the subject pool, the extent to which cognitive learning results are disaggregated by gender, and whether there are gender differences in outcomes. This study found that about one-third of studies indicated the gender composition of the subjects, and about one-third of those research subjects were female. About ten percent of papers disaggregated research findings by gender; of those, 30% found differences between male and female subjects. No studies recommended gender disaggregation of data in future work. The lack of data for learning outcomes by gender may be one of the contributors to the paucity of female computer science students; it is possible that interventions found to be more (or less) effective would show different outcomes if the data were considered in light of the gender of the participants. Thus, further research into potential gender differences in the effectiveness of computer science instructional tools is recommended.</p>",Julie Smith,Sub,10.1145/3328778.3372692,https://doi.org/10.1145/3328778.3372692,,
ACM SRC,SRC #102: Using Augmented Reality to Support Collaborative Problem Solving in Computer Debugging Practice,"<p>Augmented reality (AR) is a visualization technology allowing virtual information to be imposed on physical objects. The contiguity of two-channel representations can enhance understanding of information by reducing extraneous cognitive load resulted by aligning information from different sources. For example, in chemistry, AR can be used to visualize the reaction of catalysts and provides relevant information like molecules and formulas during a lab experiment in real time. AR also makes user interaction with the content more natural compared to traditional computer-based interfaces, e.g., a user can easily share the content with others by pointing a new device to the same target. There has been much research exploring how these AR affordances can support learning of abstract concepts, invisible or unobservable phenomena, and improve interaction. However, the use of AR is less explored in learning computer programming which actually shares similar challenges: the integration of programming logic and the produced outcome is invisible and the interaction between students is usually limited due to the restricted access to computer keyboards and mice. To fill this gap, this study is aimed to explore how AR can support programming problem solving and group collaboration by multimodal analytics including program snapshots and group conversation. I developed a mobile app, Ogmented, which is able to present collaborative programming tasks by AR visualization and meanwhile collect student's conversation during the tasks for multimodal behavior analysis. The result of a pilot study provides an insight into student's reaction on Ogmented and provides a path to further investigation.</p>",Cheng-Yu Chung,Sub,10.1145/3328778.3372693,https://doi.org/10.1145/3328778.3372693,,https://drive.google.com/open?id=1lKN5b7hrT6_u7blDj4Aig1s2-2GRNCzs
ACM SRC,SRC #103: Understanding Coding Behaviors in Intermediate CS Students,"<p>Gaining proficiency in code design, implementation, testing, and debugging in the context of large projects are essential parts of progressing beyond introductory programming. In intermediate (post CS2) programming courses, many students fail to complete one or more projects on time. The problem starts with poor time-management when developing projects with a 3-5 week lifecycle. These projects become even more difficult to manage if not developed incrementally. Many students neglect to write sufficient test cases and so miss that bugs exist. Then, they have trouble with locating a bug once it is identified. Our goal is to identify bad coding behaviors so that we can provide feedback to students long before the project is due. Therefore, we plan to analyze the time-management, incremental development, testing, and debugging behavior of students to distinguish better coding practice from worse. We have used mixed-method research techniques. First, we collected students' IDE-based clickstream data. From the clickstream data, we deduced the students' personal development process, such as to what extent they use a debugger vs print statements for debugging. We found 90% and 75% of students use print statements and debugger, respectively. We interviewed 12 students to understand their process for time-management, incremental development, testing, and debugging. We also plan to survey 300+ students to see if the interview findings represent the larger population. Our research will be extended to recognize bad coding behaviors in real-time and provide necessary feedback about best coding practices with the help of an intelligent developer assistant.</p>",Rifat Sabbir Mansur,Sub,10.1145/3328778.3372694,https://doi.org/10.1145/3328778.3372694,,
ACM SRC,SRC #104: Evaluating the Effectiveness of Iteration Visualizations,"<p>Virginia Tech's Introduction to Computational Thinking course is designed for non-majors to learn key concepts in computer science. In an effort to support student reports of struggling with iteration, interactive visualizations have been developed and initial research into their effectiveness is currently under review. While the preliminary data was promising, we are currently conducting interviews with students under IRB to better understand the shorter term gains in student learning. We will be recording these interviews and formally analyzing responses. This poster will present our findings from this analysis and better define the common pitfalls students are experiencing when learning iteration. </p>",Molly Domino,Sub,10.1145/3328778.3372695,https://doi.org/10.1145/3328778.3372695,,
ACM SRC,SRC #105: The Attrition of Underrepresented Students in Computer Science,"<p>Recent concern about the underrepresentation of women and racial minorities in computer science (CS) has initiated measures to increase their participation in the field. Unfortunately, these groups remain underrepresented in the undergraduate level of CS. To improve this situation and specifically at the University of Rhode Island, we conducted a study to investigate the attrition rate of underrepresented students who switched to other majors compared to the majority of students. We collected background, demographic, and performance data of all of our students in the first four CS classes for the past four years. We used logistic regression to show any significant effect of gender and/or race on the attrition rate. We also used the Synthetic Minority Oversampling Technique (SMOTE) for oversampling to make up for the small sample of underrepresented students in the major. As a result, we find that underrepresented students are at a higher risk of leaving CS. Another finding of this research is that female students who left CS outperformed male students under the same circumstances, which implies that academic progress is not the main reason that women are changing their majors. Conversely, underrepresented minorities had low grades' averages when they change their majors, which implies that they likely leave CS due to academic struggles.</p>",Noura Alba,Sub,10.1145/3328778.3372696,https://doi.org/10.1145/3328778.3372696,,
ACM SRC,SRC #106: FLAMES: A Socially Relevant Computing Experience for High School Students,"<p>In this poster, I examine a two-pronged, female-oriented, high school computing outreach program, FLAMES, incorporating 1) workshops throughout the school year and 2) an 8-week high school summer intern program run within the Game2Learn lab at North Carolina State University. I focus on examining the effects of the program on students' skills and affect towards computing. Literature has shown that socially relevant themes in computing are engaging for women and underrepresented minorities. Students understanding how these themes connect to computer science helps broaden their view of computing and increases their interest in pursuing a computing career. This initiative uses socially relevant themes, specifically around the context of developing educational tools and block-based programming activities for use in K-12 classrooms. High school students were trained to assist North and South Carolina teachers with the development of Computational Thinking-infused curricula for their science, math, English, and social studies classrooms. Additionally, summer students assisted in research labs alongside undergraduate researchers, aiding in field study observations, software testing, and data classification. This poster presents the design of the program, an overview of the curriculum, and results including both student and teacher feedback. Results show that the outreach program has benefited each of the parties involved, including its student participants, researchers, and the teachers assisted by the participants. I share lessons learned from this experience in order to help other CS departments develop similar broadening participation in computing programs.</p>",Amy Isvik,Sub,10.1145/3328778.3372697,https://doi.org/10.1145/3328778.3372697,,
ACM SRC,SRC #107: Introducing Middle School Students to Programmable Sensor Technologies Through an Immersive Experience,"<p>Integrating computational thinking into middle school science classes through the use of programmable sensor technologies requires that students are familiar with the sensors and how the sensors can help them figure out the answers to their scientific questions. However current best practice in science education integrates science content and scientific practices (i.e. planning an investigation using the sensors) instead of teaching the practices first. In addition, the goal is to have the students recognize that the sensors would be useful for answering their current questions. To address this issue, I collaboratively designed a week long sensor immersion experience with middle school science teachers as part of a larger design based implementation research project that creates middle school science units that integrate computational thinking using these sensors. Through our observations and reflections with teachers, the necessity of a unit that introduces the students to the sensors became apparent. Working with the teachers, we developed a sensor immersion experience centered around the investigation of a classroom data display that illustrates information about the classroom environment using lights and sound. The data display was constructed using the programmable sensor technologies available to the students and the unit involved them creating and refining a model of how the classroom data display worked. This unit was implemented during the first three months of the 2019/2020 school year and preliminary results suggest that students have a better sense of the capabilities of the sensors and how they can help them in their scientific inquiry.</p>",Alexandra Gendreau Chakarov,Sub,10.1145/3328778.3372704,https://doi.org/10.1145/3328778.3372704,,
ACM SRC,"SRC #108: Teaching Formal Languages through Visualizations, Simulators, Auto-graded Exercises, and Programmed Instruction","<p>The material taught in a Formal Languages course is mathematical and requires students to practice proofs and algorithms to understand the content. Traditional Formal Languages textbooks are heavy on prose, and homework typically consists of solving many paper exercises. Students need to read a significant amount of text to achieve understanding. Inspired by the principles of the Programmed Instruction (PI) teaching method, we seek to develop a new Formal Languages eTextbook. The PI approach has students read a little, ideally a sentence or a paragraph, and then answer a question or complete an exercise related to that information. Based on the question response, students are permitted to continue to other frames of information or must retry to solve the exercise. However, students need to build Formal Languages models and apply different algorithms. Some instructors make use of Finite State Machine simulators like JFLAP for this purpose. However, JFLAP is built using Java, and it gives no support for auto-grading. We developed an open-access version of JFLAP, called OpenFLAP. OpenFLAP provides proficiency exercises, auto-graded exercises, and visualizations to help students understand and practice Formal Languages contents. To evaluate the pedagogical effectiveness of our new eTextbook, we conduct time and performance evaluations across three offerings of the course CS4114 Formal Languages and Automata at Virginia Tech.</p>",Mostafa Kamel Osman Mohammed,Sub,10.1145/3328778.3372711,https://doi.org/10.1145/3328778.3372711,,
ACM SRC,SRC #109: Pin Status: An Arduino Debugging Library for High School E-textile Courses,"<p>When learning to code a student must learn both to create a program and then how to debug said program. Novices often start with print statements to help trace code execution and isolate logical errors. Eventually, they adopt advance debugger practices such as breakpoints, ""stepping"" through code execution, and ""watching"" variables as their values are updated. Unfortunately for students working with Arduino devices, there are no debugger tools built into the Arduino IDE. Instead, a student would have to move onto a professional IDE like Atmel Studio and/or acquire a hardware debugger. Except, these options have a steep learning curve and are not intended for a student who has just started to learn how to write code. I am developing an Arduino software library, called Pin Status, to assist novice programmers with debugging common logic errors and provide features specific to the e-textile microcontroller, Adafruit Circuit Playground Classic. These features include a breakpoint method which pauses an Arduino program's execution and offers, via Serial communication, a menu for viewing and/or updating the current value of digital pins and ""watched"" variables. On the Adafruit Circuit Playground Classic, the library also uses on-board LEDs to show the current value of the digital pins (High/Low). This work has been funded by NSF STEM+C, award #1742081.</p>",Michael Joseph Schneider,Sub,10.1145/3328778.3372712,https://doi.org/10.1145/3328778.3372712,,
ACM SRC,"SRC #110: A ""Low-Floor"" Multimeter: Supporting E-textile Debugging by Revealing Voltage and Continuity","<p>STEAM curriculums are widely implemented in K-12 schools as part of the effort to promote computational thinking skills. This, together with increased accessibility of electronic components and kits, has opened the door for novices to engage in physical computing projects. Debugging these projects challenges students to learn and apply electrical concepts together with programming skills. Multimeter, the most common tool for measuring electric circuits, is placing a very high bar for novices to use. This paper presents a work in progress toward the development of a ""low floor"" multimeter that is designed to be used by novices with no prior electricity knowledge. By providing students the opportunity to form a conceptual understanding of voltage and current flow, we hope to scaffold their exploration and debugging process in a meaningful way.</p>",Rona Sadan,Sub,10.1145/3328778.3372713,https://doi.org/10.1145/3328778.3372713,,
