track,title,abstract,authors,type,doi-num,doi-address,video-link,supplemental-link
Paper Session,Automated Assessment of the Visual Design of Android Apps Developed with App Inventor,"<p>One way to teach computing in K-12 is through the development of mobile applications with App Inventor. Although already broadly used worldwide, there is still a need for support for the assessment of the applications created by the students. Existing rubrics focusing mostly on programming concepts do not cover more comprehensively the performance-based assessment of user interface design concepts, important for the usability and aesthetics of the applications. Thus, in order to support the assessment of the visual design of apps based on its compliance with design theory and guidelines, we developed the CodeMaster UI Design - App Inventor rubric in the context of computing education. In order to facilitate its application in practice, we automated the assessment of applications created with App Inventor through a static code analysis by an online tool. We evaluated the reliability and validity of the rubric based on the automated assessment of 1,775 projects from the App Inventor Gallery. The results indicate that the rubric can be considered reliable (Cronbach's alpha = 0.84). In terms of construct validity, there is also evidence of convergent validity. The results presented in this article can be used to support the assessment of computing education in practice as well as to point out further research opportunities.</p>",Igor Solecki; João Porto; Nathalia Alves; Christiane Gresse von Wangenheim; Jean Hauck; Adriano Ferreti Borgatto,Sub,10.1145/3328778.3366868,https://doi.org/10.1145/3328778.3366868,,
Paper Session,Development and Adoption of an Adaptive Learning System: Reflections and Lessons Learned,"<p>Adaptive learning systems (ALSs) aim to provide an efficient, effective and customised learning experience for students by dynamically adapting learning content to suit their individual abilities or preferences. Despite consistent evidence of their effectiveness and success in improving student learning over the past three decades, the actual impact and adoption of ALSs in education remain restricted to mostly research projects. In this paper, we provide a brief overview of reflections and lessons learned from developing and piloting an ALS in a course on relational databases. While our focus has been on adaptive learning, many of the presented lessons are also applicable to the development and adoption of educational tools and technologies in general. Our aim is to provide insight for other instructors, educational researchers and developers that are interested in adopting ALSs or are involved in the implementation of educational tools and technologies.</p>",Hassan Khosravi; Shazia Sadiq; Dragan Gasevic,Sub,10.1145/3328778.3366900,https://doi.org/10.1145/3328778.3366900,https://www.youtube.com/watch?v=C85tv0TqPbw&t,https://drive.google.com/open?id=1EkAXrYtEQQrmLt46cm9OCK8zwV7eMqpK
Paper Session,Session 1D: Learning A,,Dennis Kafura,Session,,,,
Paper Session,Lessons Learned From Introducing Preteens in Parent-Led Homeschooling to Computational Thinking,"<p>Parents that homeschool their children ignore certain topics when they lack mastery or interest in them. Homeschool groups try to address this issue, cooperatively educating their children. We were contacted by such a group that wanted to introduce their children to computational thinking (CT). These children, aged 7-11, have showed an interest in technology, and use online educational resources. None of the parents felt capable of tutoring the group about CT. They also worried about losing control about how their children interact with technology. We report an intervention over 9 months to introduce eleven young homeschoolers to CT in a suburban environment, describing the impact on parent and children attitudes towards technology and CT. We conclude with three lessons: 1) science-related activities should be used to introduce CT among homeschoolers, 2) ""success"" is establishing a meaningful relationship with a homeschool group, and 3) activities designed for school children need to be adapted to the homeschooling context. </p>",Carla Sepúlveda-Díaz; Elson Stuardo Rojas; Jocelyn Simmonds; Francisco J. Gutierrez; Nancy Hitschfeld; Cecilia Casanova; Cecilia Sotomayor,Sub,10.1145/3328778.3366925,https://doi.org/10.1145/3328778.3366925,,
Paper Session,Understanding Wikipedia as a Resource for Opportunistic Learning of Computing Concepts,"<p>Posts on on-line forums where programmers look for information often include links to Wikipedia when it can be assumed the reader will not be familiar with the linked terms. A Wikipedia article will thus often be the first exposure to a new computing concept for a novice programmer. We conducted an exploratory study with 18 novice programmers by asking them to read a Wikipedia article on a common computing concept that was new to them, while using the think-aloud protocol. We performed a qualitative analysis of the session transcripts to better understand the experience of the novice programmer learning a new computing concept using Wikipedia. We elicited five themes that capture this experience: Concept Confusion, Need for Examples, New Terminology, Trivia Clutter, and Unfamiliar Notation. We conclude that Wikipedia is not well suited as a resource for the opportunistic learning of new computing concepts, and we recommend adapting information sharing practices in on-line programmer communities to better account for the learning needs of the users.</p>",Martin P. Robillard; Christoph Treude,Sub,10.1145/3328778.3366832,https://doi.org/10.1145/3328778.3366832,https://www.youtube.com/watch?v=-lM3rz037J4,https://drive.google.com/open?id=1Ruf0xbjtlifNVKd3ZhuIIEBax5VhUsWs
Paper Session,TIPP&SEE: A Learning Strategy to Guide Students through Use ? Modify Scratch Activities,"<p>With the rise of Computational Thinking (CT) instruction at the elementary level, it is imperative that elementary computing instruction support a variety of learners. A popular pedagogical approach for this age group is Use--&gt;Modify--&gt;Create, which introduces a concept through a more scaffolded, guided instruction before culminating in a more open-ended project for student engagement. Yet, there is little research on student learning during the Use--&gt;Modify step, nor strategies to promote learning in this step. This paper introduces TIPP&SEE, a metacognitive learning strategy that further scaffolds student learning during this step. Results from an experimental study show statistically-significant performance gains from students using the TIPP&SEE strategy on nearly all assessment questions of moderate and hard difficulty, suggesting its potential as an effective CS/CT learning strategy.</p>",Jean Salac; Cathy Thomas; Chloe Butler; Ashley Sanchez; Diana Franklin,Sub,10.1145/3328778.3366821,https://doi.org/10.1145/3328778.3366821,https://youtu.be/IN4_IxdxXBg,https://drive.google.com/open?id=1QMNtaak_KUDvYm6hQovefRb5khzqMzir
Paper Session,Session 1E: CS 2,,,Session,,,,
Paper Session,MAADS: Mixed-Methods Approach for the Analysis of Debugging Sequences of Beginner Programmers,"<p>be especially problematic for beginners. While there has been some work trying to understand the difficulties that beginners face with debugging, investigating common mistakes or specific error types they struggle with, there is little work that focuses on in-depth analysis of how novice programmers approach debugging, and how it changes over time. In this paper, we present MAADS (Mixed-Methods Approach for the Analysis of Debugging Sequences), a scalable and generalizable approach that combines quantitative and qualitative methods by using a state/action representation and visualization to gain knowledge about the debugging process through a step by step analysis. To demonstrate the utility of MAADS, we analyzed the debugging processes of middle school students who developed code within May's Journey, a game designed to teach basic programming principles. The approach showed great utility in identifying differences in students' debugging techniques and learning paths.</p>",Chaima Jemmali; Erica Kleinman; Sara Bunian; Mia Victoria Almeda; Elizabeth Rowe; Magy Seif El-Nasr,Sub,10.1145/3328778.3366824,https://doi.org/10.1145/3328778.3366824,,
Paper Session,Analyzing the Effects of Active Learning Classrooms in CS2,"<p>Active learning environments have only recently started to be analyzed in the CS discipline, in terms of their effect on student performance. Recent studies in CS1 found contradictory results, in part due to different control on the learning pedagogy used, and issued a call for further investigation. This study evaluates the effects of the learning space on student performance in CS2, as measured by their grades. We use a quasi-experimental setup with 529 participants across five lecture sections over one academic term. All sections employ the same active learning method (inverted classroom), identical lecture materials, and the same number of TAs for in-class support, but differ in terms of classroom type (active learning classroom vs traditional lecture hall), instructor, and lecture time of day. Similarly to a recent study in CS1, we find no significant impact of the learning space in CS2. We also inspect factors not analyzed in previous studies, such as student prior preparation (as measured by prerequisite CS1 grades), course drop rates, and exam failure rates, and find that the CS2 sections are statistically similar.</p>
<p>This work also examines student survey responses, to assess student perception differences on properties of the learning space which may impact their learning experience, such as the use of technology, ability to hear the instructor, ability to get help during lectures, and conduciveness of desk types to group work.</p>",Ayesha Syeda; Rutwa Engineer; Bogdan Simion,Sub,10.1145/3328778.3366872,https://doi.org/10.1145/3328778.3366872,https://youtu.be/70lfmE12VYQ,https://drive.google.com/open?id=1c5Sj9zC_gSGqr6L3gXyLXJUjtmrLbGoK
Paper Session,Does Story Programming Prepare for Coding?,"<p>In this research study, we investigate the impact of using the Story Programming approach to teach CS concepts on student performance in a subsequent C++ class. In particular, we compare how students receiving little or no coding to learn and apply these concepts perform in comparison to students who learn these concepts only in the context of coding. While past research has shown that exposure to programming is not a predictor of success in such courses, these studies are based on a 15-week versus 10-week course and do not control for the CS concepts and programming to which the students have been exposed. Consequently, we hypothesize that students from the Story Programming approach will perform worse in the following C++ class. Surprisingly, we find that this is not true: Students from the Story Programming approach with little to no coding do not significantly differ from their peers receiving a traditional code-focused approach.</p>",Jennifer Parham-Mocello; Martin Erwig,Sub,10.1145/3328778.3366861,https://doi.org/10.1145/3328778.3366861,,
Paper Session,Session 1F: Accessibility,,Richard Ladner,Session,,,,
Paper Session,A Systematic Analysis of Accessibility in Computing Education Research,"<p>Recent interest in accessibility emphasizes including it in computer science curriculum as key to producing effective computing professionals. Despite a general consensus that teaching accessibility in computing curriculum is good, there exist few tools and resources to support instructors in higher education. To better understand the relationship between accessibility in curriculum and research, we conducted a systematic literature review of papers in computing education. We analyzed the papers for the courses accessibility is covered in, the topics that are covered and pedagogies and assessment approaches that are used. Across this body of work, we found a number of key learning objectives commonly covered in computing education research, though it appeared the research did not evenly cover these objectives throughout curricula, nor did the research systematically investigate how learning objectives were integrated. Based on these results, we offer suggestions for future directions of accessibility education research and curriculum building. </p>",Catherine M. Baker; Yasmine El-Glaly; Kristen Shinohara,Sub,10.1145/3328778.3366843,https://doi.org/10.1145/3328778.3366843,https://youtu.be/VWgb7yLinX8,
Paper Session,Participation at What Cost? Teaching Accessibility Using Participatory Design: An Experience Report,"<p>As institutions respond to market demand in their training of the next generation of technology designers, there is an increasing awareness of the need to add accessibility to computer science and informatics curricula. Advocates have suggested three strategies for including accessibility and discussions of disability in courses: changing a lecture, adding a lecture or adding a new course. In this paper we report on our experiences with the latter; incorporating accessibility within two new graduate and undergraduate inclusive design courses taught concurrently. We found that while the use of participatory design was decidedly effective in supporting student learning and ameliorating ableist attitudes, creating and managing teams comprised of students and visually impaired co-designers proved challenging. Despite these challenges, overall, students demonstrated steady growth in their grasp of inclusive design concepts as they tackled accessibility challenges through a series of mobility-related group projects. Efficiencies were also realized through the concurrent teaching of both courses though the pace of course deliverables proved challenging at times for undergraduates. We argue that a review of our experience may help others interested in teaching accessibility related courses, specifically in course design and execution.</p>",Julian Brinkley,Sub,10.1145/3328778.3366931,https://doi.org/10.1145/3328778.3366931,,
Paper Session,Teaching Accessibility to Software Engineering Students,"<p>This paper describes the development process of a graduate course on accessibility that is offered as an elective for software engineering students. The paper reports on the three iterations of the course evolution as topics and pedagogy are updated from one iteration to the next. The main motivation of the course updates was to cover the educational needs of software engineering students, which are not the same as HCI or design students. Software engineering students learned better and became more engaged with the topic of accessibility when it was tied to programming and development- based activities. The final form of the course was evaluated using a survey, and the results showed that students found the course beneficial to their education and relevant to their career. We discuss the challenges of creating, teaching, and maintaining a course on accessibility, and we offer insights on what research is needed in this area to support accessibility educators.</p>",Yasmine El-Glaly; Catherine M. Baker,Sub,10.1145/3328778.3366914,https://doi.org/10.1145/3328778.3366914,,
Paper Session,Session 1G: Mentoring,,,Session,,,,
Paper Session,"The Impact of Undergraduate Mentorship on Student Satisfaction and Engagement, Teamwork Performance, and Team Dysfunction in a Software Engineering Group Project","<p>Mentorship schemes in software engineering education usually involve professional software engineers guiding and advising teams of undergraduate students working collaboratively to develop a software system. With or without mentorship, teams run the risk of experiencing team dysfunction: a situation where lack of engagement, internal conflicts, and/or poor team management lead to different assessment outcomes for individual team members and overall frustration and dissatisfaction within the team. The paper describes a mentorship scheme devised as part of a 33 week software engineering group project course, where the mentors were undergraduate students who had recently completed the course successfully and possessed at least a year's experience as professional software engineers. We measure and discuss the impact the scheme had on: (1) student satisfaction and engagement, (2) team performance, and (3) team dysfunction.</p>",Claudia Iacob; Shamal Faily,Sub,10.1145/3328778.3366835,https://doi.org/10.1145/3328778.3366835,,
Paper Session,Formal Methods and Computing Identity-based Mentorship for Early Stage Researchers,"<p>The field of formal methods relies on a large body of background knowledge that can dissuade researchers from engaging with younger students, such as undergraduates or high school students. However, we have found that formal methods can be an excellent entry point to computer science research - especially in the framing of Computing Identity-based Mentorship. We report on our experience in using a cascading mentorship model to involve early stage researchers in formal methods, covering our process with these students from recruitment to publication. We present case studies (<i>N</i>=12) of our cascading mentorship and how we were able to integrate formal methods research with the students' own interests. We outline some key strategies that have led to success and reflect on strategies that have been, in our experience, inefficient.</p>",Mark Santolucito; Ruzica Piskac,Sub,10.1145/3328778.3366957,https://doi.org/10.1145/3328778.3366957,,https://drive.google.com/open?id=1R65tFz3WsYonDKM_gALIrpT0Nu68foR9
Paper Session,Undergraduate-Led Survey Class to Improve CS Education for New Students,"<p>Many first-year undergraduate students do not have sufficient breadth of technical knowledge about subjects in Electrical Engineering (EE) and Computer Science (CS) to make informed choices toward their education. By the time students are exposed to subjects they may be interested in, the cost of switching areas of focus may be too high. With undergraduate enrollment in CS more than doubling in the past decade, many institutions lack adequate staff and infrastructure to address students' needs. To help newly enrolled students make better decisions with limited departmental resources, we present a first-semester, low-overhead survey course that covers a wide variety of topics. The class has been offered for five consecutive semesters by upper-class undergraduate volunteers with minimal faculty involvement. We report the format, content, and student feedback for the course. Our results suggest that such a class can provide new students with valuable guidance and better prepare them for an education in CS and EE.</p>",Nathan Zhang; Jacky Liang; Amanda Tomlinson; Frank Boensch; Anant Sahai,Sub,10.1145/3328778.3366897,https://doi.org/10.1145/3328778.3366897,,
Paper Session,Session 1H: Problem Solving,,Grace Mirsky,Session,,,,
Paper Session,Investigating Novices' In Situ Reflections on Their Programming Process,"<p>Prior work on novice programmers' self-regulation have shown it to be inconsistent and shallow, but trainable through direct instruction. However, prior work has primarily studied self-regulation retrospectively, which relies on students to remember how they regulated their process, or in laboratory settings, limiting the ecological validity of findings. To address these limitations, we investigated 31 novice programmers' self-regulation in situ over 10 weeks. We had them to keep journals about their work and later had them to reflect on their journaling. Through a series of qualitative analyses of journals and survey responses, we found that all participants monitored their process and evaluated their work, that few interpreted the problems they were solving or adapted prior solutions. We also found that some students self-regulated their programming in many ways, while others in almost none. Students reported many difficulties integrating reflection into their work; some were completely unaware of their process, some struggled to integrate reflection into their process, and others found reflection conflicted with their work. These results suggest that self-regulation during programming is highly variable in practice, and that teaching self-regulation skills to improve programming outcomes may require differentiated instruction based on students self-awareness and existing programming practices.</p>",Dastyni Loksa; Benjamin Xie; Harrison Kwik; Amy J. Ko,Sub,10.1145/3328778.3366846,https://doi.org/10.1145/3328778.3366846,,
Paper Session,Can Majoring in Computer Science Improve General Problem-solving Skills?,"<p>Teaching students to become skillful problem solvers is a goal of university education, but it has been difficult to measure such skill or demonstrate the benefits of particular educational experiences. This paper presents a study of college students solving a problem unrelated to their academic majors. The analysis suggests that the educational experiences of Computer Science (CS) students may better train them in problem-solving than the experiences of other majors. In this study, students from a variety of undergraduate majors and grade levels were given a 15-minute problem-solving task embedded in an interactive science simulation. The complex task calls upon many problem-solving practices needed by scientists and engineers in their professions. Although this task has little resemblance to the problems encountered in a computer science course, CS students performed significantly better than students in any other major. In addition, only for CS students was there an indication of improvement in problem-solving from lower to upper grade levels. We propose that general problem-solving and computational thinking share some common practices, such as problem decomposition and comprehensive data collection. Furthermore, we present preliminary evidence that training in computational thinking is transferable to problem-solving tasks across domains and discuss how the unique features of CS programming assignments could be generalized to other science and engineering courses to foster students' general problem-solving skills.</p>",Shima Salehi; Karen D. Wang; Ruqayya Toorawa; Carl Wieman,Sub,10.1145/3328778.3366808,https://doi.org/10.1145/3328778.3366808,https://youtu.be/RjQRDVNXOnA,
Paper Session,Investigating Patterns of Study Persistence on Self-Assessment Platform of Programming Problem-Solving,"<p>A student's short-term study behavior may not necessary infer his/her long-term behavior. It is very common to see a student changes study strategy throughout a semester and adapts to learning condition. For example, a student may work very hard before the first exam but gradually reducing the effort due to several possible reasons, e.g., being overwhelmed by various course work or discouraged by increasing complexity in the subject. Consistency or differences of one student's behavior is more likely to be discovered by multiple granularity of learning analytics. In this study, we investigate students' study persistence on a self-assessment platform and explore how such a behavioral pattern is related to the performance in exams. A probabilistic mixture model trained by response streams of log data is applied to cluster students' behavior into persistence patterns, which are further categorized into ""micro"" (short-term) and ""macro"" (long-term) patterns according to the span of time being modeled. We found four types of micro persistence patterns and several macro patterns in the analysis and analyzed their relations with exam performances. The result suggests that the consistency of persistence patterns can be an important factor driving student's overall performance in the semester, and students achieving higher exam scores show relatively persistent behavior compared to students receiving lower scores.</p>",Cheng-Yu Chung; I-Han Hsiao,Sub,10.1145/3328778.3366827,https://doi.org/10.1145/3328778.3366827,,https://drive.google.com/open?id=13rWE3TGbwZtVzOzS6HYmLp36uW2dSWGk
Paper Session,Session 2A: Data Science A,,Karl Schmitt,Session,,,,
Paper Session,A Data Science Major: Building Skills and Confidence,"<p>Data science is a growing field at the intersection of mathematics, computer science, and domain expertise. Like many universities that are building data science degree programs for undergraduates, our small, liberal-arts university saw increasing opportunities in the region and decided to build a data science degree from the ground up, without a pre-existing computer science (CS) department to leverage for courses or culture. We designed and implemented an academically-demanding curriculum that combined mathematics, information systems, and new data science courses, and that also encouraged and supported student success. Each introductory course included active learning design to engage students. To increase retention, all major courses included assignments designed to build skills but also student confidence in their ability to learn challenging technical topics. Outside of the classroom, we created opportunities for professional advancement and developed a technical culture at the university. We will share our approach, course highlights, and lessons learned from building such a curriculum at an institution without a CS department.</p>",Stephanie Rosenthal; Tingting Chung,Sub,10.1145/3328778.3366791,https://doi.org/10.1145/3328778.3366791,,
Paper Session,"<a name=""ci3""></a>Creating a Balanced Data Science Program","<p><strong>3rd Best Paper, Curricula Initiatives</strong><br /><br />As we consider the next fifty years of computing education, a phenomenon that shows no signs of abating is the data deluge, in which commercial companies, the natural sciences, the social sciences, professional sports teams, government agencies, and other institutions are generating ever-increasing quantities of data. To address the challenges posed by the data deluge, the discipline of data science has arisen, and an increasing number of universities are offering undergraduate data science programs. Many of these programs have their origins in a computer science or a statistics department, leading to a data science curriculum that is more heavily weighted toward computing or statistics. By contrast, the data science program described in this paper is a joint endeavor between computer science and statistics that seeks to provide balanced training in both areas. Its broad goals are to produce students who (a) are well-trained in both computer science and statistics, (b) are equipped with specialized data-related skills that are not normally taught in either of those disciplines, and (c) can apply their skills to a domain area. This paper reports on the author's experiences leading the effort to create this program, which has seen good growth, received positive feedback from students, and is successfully preparing students for internships. We offer this report in the hope that it may serve as a model for other institutions considering the addition of an undergraduate data science program.</p>",Joel Adams,Sub,10.1145/3328778.3366800,https://doi.org/10.1145/3328778.3366800,https://youtu.be/-KMyCoIW0Ns,https://drive.google.com/open?id=11hB5QcPjNnC9c1vTRmDtfHJhlM9HWXWd
Paper Session,Insights for Curriculum Development: Identifying Emerging Data Science Topics through Analysis of Q&A Communities,"<p>Updating curricula in new computer science domains is a critical challenge faced by many instructors and programs. In this paper we present an approach for identifying emerging topics and issues in Data Science by using Question and Answer (Q&A) sites as a resource. Q&A sites provide a useful online platform for discussion of topics and through the sharing of information they become a valuable corpus of knowledge. We applied latent Dirichlet allocation (LDA), a statistical topic modeling technique, to analyze data science related threads from from two popular Q&A communities ""Stack Exchange and Reddit"". We uncovered both important topics as well as useful examples that can be incorporated into teaching. In addition to technical topics, our analysis also identified topics related to professional development. We believe that approaches such as these are critical in order to update curriculum and bridge the workplace-school divide in teaching of newer topics such as data science. Given the pace of technical development and frequent changes in the field, this is an inventive and effective method to keep teaching up to date. We also discuss the limitations of this approach whereby topics of importance such as data ethics are largely missing from online discussions.</p>",Habib Karbasian; Aditya Johri,Sub,10.1145/3328778.3366817,https://doi.org/10.1145/3328778.3366817,,
Paper Session,Session 2B: Diversity,,Adalbert Gerald Soosai Raj,Session,,,,
